Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Pechincha;2;1;0;66;1100.0;532.0;0.0
Jacarepaguá;2;1;0;58;1100.0;450.0;0.0
Cidade Nova;2;0;0;60;1300.0;402.0;32.0
Bonsucesso;2;0;0;60;1000.0;470.0;0.0
Todos os Santos;2;0;0;65;1400.0;423.0;135.0
Méier;2;1;0;68;890.0;300.0;0.0
Freguesia (Jacarepaguá);2;0;0;50;900.0;350.0;15.0
Marechal Hermes;2;0;0;66;1200.0;100.0;0.0
Penha;2;1;1;58;1200.0;450.0;0.0
Lagoa;2;0;0;68;2100.0;780.0;0.0
Jacarepaguá;2;1;1;67;2000.0;600.0;90.0
Todos os Santos;2;1;0;50;1300.0;420.0;36.0
Todos os Santos;2;0;0;60;900.0;253.0;17.0
Leblon;2;0;0;53;2800.0;780.0;189.0
Barra da Tijuca;2;1;0;66;2500.0;1550.0;390.0
Campo Grande;2;1;0;57;800.0;110.0;0.0
Pechincha;2;2;0;51;1200.0;557.0;14.0
Freguesia (Jacarepaguá);2;1;1;60;1400.0;600.0;76.0
Jacarepaguá;3;1;1;63;1400.0;720.0;51.0
Cosmos;2;1;0;40;450.0;220.0;0.0
Jacarepaguá;2;1;0;55;1400.0;480.0;12.0
Freguesia (Jacarepaguá);2;1;1;65;1500.0;680.0;82.0
São Francisco Xavier;2;1;1;55;1300.0;500.0;135.0
Tijuca;2;0;0;61;1500.0;481.0;0.0
Lagoa;2;0;0;50;2800.0;550.0;110.0
Campo Grande;2;0;0;48;500.0;290.0;0.0
Cachambi;2;1;0;68;900.0;600.0;0.0
Leblon;2;0;0;60;2200.0;546.0;108.0
Coelho Neto;2;0;0;48;700.0;80.0;0.0
Jacarepaguá;2;1;0;50;950.0;305.0;0.0
Taquara;2;1;0;52;1000.0;508.0;14.0
Engenho Novo;2;0;0;59;800.0;360.0;15.0
Cachambi;2;1;0;55;1200.0;185.0;0.0
Recreio dos Bandeirantes;2;2;1;65;1500.0;830.0;150.0
Campo Grande;2;0;0;55;500.0;60.0;0.0
Barra da Tijuca;2;1;1;68;2000.0;880.0;0.0
Recreio dos Bandeirantes;2;1;2;64;1400.0;1062.0;0.0
Cachambi;2;1;0;68;1000.0;600.0;0.0
Rocha;2;0;0;65;1100.0;490.0;0.0
Vila da Penha;3;1;1;65;1000.0;720.0;0.0
Irajá;2;1;0;54;1100.0;450.0;60.0
Engenho da Rainha;2;0;0;40;785.0;65.0;0.0
Copacabana;2;0;0;47;1900.0;665.0;78.0
Campo Grande;3;1;0;45;1100.0;280.0;0.0
Campo Grande;2;0;0;50;550.0;330.0;0.0
Copacabana;2;0;0;65;2600.0;700.0;115.0
Vila Isabel;2;0;0;60;1300.0;420.0;20.0
Vila Isabel;2;1;0;60;1500.0;250.0;46.0
Copacabana;2;0;0;60;2300.0;700.0;0.0
Anil;2;1;0;47;900.0;400.0;36.0
Curicica;2;1;1;62;1800.0;600.0;63.0
Vila da Penha;2;0;0;68;1300.0;235.0;0.0
Engenho de Dentro;2;1;1;62;1500.0;603.0;0.0
Engenho de Dentro;2;1;0;48;800.0;520.0;35.0
Cosmos;2;0;0;45;550.0;221.0;0.0
Curicica;2;1;0;52;900.0;305.0;30.0
Curicica;2;1;0;47;1100.0;500.0;50.0
Catete;2;0;0;62;1950.0;480.0;0.0
Pechincha;2;1;0;53;1100.0;600.0;135.0
Freguesia (Jacarepaguá);2;0;0;50;600.0;300.0;0.0
Praça Seca;2;0;0;43;700.0;190.0;13.0
Anil;2;1;0;68;1300.0;487.0;150.0
Água Santa;2;1;0;58;700.0;500.0;35.0
Vila Isabel;2;1;0;65;1500.0;714.0;85.0
Engenho Novo;2;0;0;60;1300.0;460.0;0.0
Barra da Tijuca;2;1;0;53;1300.0;622.0;92.0
Catumbi;2;0;0;46;1300.0;300.0;0.0
Pechincha;2;1;0;60;1100.0;606.0;14.0
Humaitá;2;0;0;65;2600.0;660.0;124.0
Cascadura;2;1;0;62;1000.0;516.0;0.0
Pechincha;2;1;0;50;1000.0;482.0;13.0
Flamengo;2;1;0;62;2400.0;896.0;96.0
Freguesia (Jacarepaguá);2;1;0;50;1400.0;400.0;15.0
Tanque;2;1;1;62;1100.0;640.0;41.0
Tijuca;2;1;0;60;1900.0;560.0;49.0
Tijuca;2;1;0;68;1800.0;690.0;120.0
Pechincha;2;0;0;65;1300.0;350.0;14.0
Jacarepaguá;2;0;0;50;1000.0;530.0;50.0
Jacarepaguá;2;1;0;46;800.0;310.0;143.0
Realengo;2;0;0;50;450.0;369.0;0.0
Maracanã;2;1;1;68;2000.0;900.0;0.0
Rocha Miranda;2;1;0;55;1000.0;295.0;0.0
Flamengo;2;0;0;60;2200.0;410.0;852.0
Laranjeiras;2;0;0;67;2300.0;700.0;100.0
Taquara;2;1;1;59;1800.0;550.0;60.0
Ipanema;2;0;0;60;2900.0;507.0;125.0
Tijuca;2;2;1;69;2000.0;854.0;0.0
Engenho de Dentro;2;0;0;53;800.0;260.0;16.0
Pechincha;2;1;1;65;1300.0;570.0;12.0
Barra da Tijuca;2;1;1;63;2500.0;1280.0;204.0
Campo Grande;2;0;0;60;800.0;350.0;0.0
Higienópolis;2;0;0;65;1100.0;90.0;0.0
Pechincha;2;1;0;65;1400.0;620.0;49.0
Barra da Tijuca;2;1;1;67;1250.0;833.0;155.0
Engenho Novo;2;1;0;60;1100.0;416.0;16.0
Lapa;2;0;0;50;1900.0;346.0;24.0
Pechincha;2;1;0;58;1100.0;460.0;14.0
Copacabana;2;1;0;68;2600.0;671.0;0.0
Cachambi;2;1;0;56;800.0;475.0;14.0
Higienópolis;2;1;0;68;1200.0;380.0;0.0
Recreio dos Bandeirantes;2;1;1;62;1200.0;885.0;0.0
Barra da Tijuca;2;2;1;60;1800.0;1224.0;202.0
Freguesia (Jacarepaguá);2;1;1;62;1600.0;561.0;390.0
Pechincha;2;1;1;59;1100.0;426.0;0.0
Jacarepaguá;2;1;0;60;1500.0;330.0;0.0
São Conrado;2;1;0;60;2200.0;811.0;151.0
Maracanã;2;1;1;50;1100.0;850.0;0.0
Barra da Tijuca;2;1;1;68;2500.0;1100.0;150.0
Freguesia (Jacarepaguá);2;0;0;60;1300.0;200.0;346.0
Méier;2;0;0;54;1000.0;400.0;16.0
Todos os Santos;2;0;0;60;1100.0;370.0;20.0
Copacabana;2;1;0;66;2500.0;830.0;90.0
Freguesia (Jacarepaguá);2;0;0;54;1200.0;300.0;0.0
Vila Kosmos;2;0;0;50;900.0;250.0;0.0
Centro;2;0;0;62;1500.0;440.0;21.0
Campo Grande;2;1;1;66;1400.0;485.0;20.0
Lins de Vasconcelos;2;1;1;52;800.0;499.0;35.0
Barra da Tijuca;2;1;0;52;2100.0;698.0;860.0
Barra da Tijuca;2;1;0;59;1600.0;660.0;50.0
Padre Miguel;2;0;0;50;700.0;30.0;0.0
Tijuca;2;0;0;61;1500.0;640.0;5490.0
Grajaú;2;1;0;60;1300.0;879.0;72.0
Engenho Novo;2;1;0;42;750.0;365.0;0.0
Cachambi;2;2;0;60;1300.0;630.0;74.0
Rocha;2;0;0;67;900.0;226.0;16.0
Vila Isabel;2;1;0;67;1200.0;450.0;97.0
Quintino Bocaiúva;2;1;0;58;690.0;420.0;0.0
Barra da Tijuca;2;1;1;60;2900.0;2610.0;433.0
Curicica;2;1;0;46;1000.0;505.0;51.0
Maria da Graça;2;0;1;50;1200.0;521.0;0.0
Tijuca;2;0;0;67;1600.0;566.0;51.0
Vila Valqueire;2;2;1;60;1600.0;300.0;36.0
Campo Grande;2;0;1;68;1100.0;456.0;0.0
Itanhangá;2;1;0;65;1000.0;490.0;10.0
Camorim;2;1;0;55;1500.0;42927.0;5140.0
Santa Teresa;2;0;0;50;1850.0;290.0;0.0
Pechincha;2;1;0;59;950.0;365.0;36.0
Barra da Tijuca;2;1;1;63;2700.0;1250.0;350.0
Vila Isabel;2;1;0;65;1550.0;340.0;21.0
Tijuca;2;1;0;65;1600.0;320.0;0.0
Barra da Tijuca;2;1;1;64;2000.0;1023.0;174.0
Madureira;3;1;1;60;1200.0;460.0;0.0
Freguesia (Jacarepaguá);2;1;0;50;880.0;297.0;14.0
Engenho de Dentro;2;0;0;60;1000.0;410.0;13.0
Ramos;2;1;0;69;900.0;250.0;0.0
Rio Comprido;2;1;0;65;1200.0;750.0;15.0
Recreio dos Bandeirantes;2;1;1;68;1700.0;780.0;125.0
Campo Grande;2;1;0;60;750.0;280.0;0.0
Barra da Tijuca;2;1;1;66;2000.0;780.0;187.0
Freguesia (Jacarepaguá);2;1;1;62;1700.0;1.0;1.0
Laranjeiras;2;1;0;65;2800.0;600.0;150.0
Freguesia (Jacarepaguá);2;1;0;50;750.0;530.0;0.0
Engenho Novo;2;0;0;48;1100.0;250.0;17.0
Tijuca;3;0;0;61;1500.0;300.0;50.0
Pechincha;2;1;1;58;1090.0;450.0;0.0
Tijuca;2;1;0;60;1200.0;590.0;24.0
Lins de Vasconcelos;2;0;0;50;1000.0;200.0;36.0
Barra da Tijuca;2;1;1;69;2200.0;970.0;68.0
Tijuca;2;1;0;65;1700.0;577.0;65.0
Engenho Novo;3;1;0;60;1000.0;785.0;0.0
Recreio dos Bandeirantes;2;1;1;65;1500.0;1030.0;170.0
Campo Grande;2;1;0;48;650.0;261.0;0.0
Tijuca;2;0;0;66;1550.0;398.0;87.0
Barra da Tijuca;2;1;1;66;1900.0;1100.0;200.0
Campo Grande;2;1;0;65;800.0;600.0;0.0
Todos os Santos;2;1;1;63;1300.0;645.0;55.0
Madureira;2;0;0;50;1000.0;300.0;0.0
Tijuca;2;1;0;68;2100.0;750.0;100.0
Campo Grande;3;1;0;56;900.0;780.0;0.0
Tijuca;2;0;0;69;1900.0;606.0;30.0
Pechincha;2;1;0;56;1000.0;517.0;0.0
Barra da Tijuca;2;2;1;65;1500.0;1058.0;170.0
Grajaú;2;1;0;68;1650.0;540.0;0.0
Méier;2;0;0;58;900.0;465.0;35.0
Engenho Novo;2;0;0;67;900.0;500.0;0.0
Ilha do Governador;2;1;0;60;1000.0;330.0;48.0
São Cristóvão;2;0;0;60;1100.0;350.0;20.0
Campo Grande;2;1;0;50;850.0;340.0;0.0
Freguesia (Jacarepaguá);2;1;0;60;1200.0;708.0;148.0
Irajá;2;0;0;60;1300.0;559.0;0.0
Estácio;2;0;0;31;900.0;250.0;20.0
Pilares;3;0;0;65;1200.0;165.0;20.0
Andaraí;2;1;0;65;1100.0;800.0;0.0
Recreio dos Bandeirantes;2;1;1;66;1500.0;494.0;74.0
Campo Grande;2;1;0;50;750.0;300.0;0.0
Tijuca;2;0;0;65;1500.0;550.0;90.0
Jacarepaguá;2;1;1;65;2500.0;665.0;50.0
Barra da Tijuca;2;1;1;68;1650.0;855.0;100.0
Tijuca;2;0;0;62;1400.0;250.0;47.0
Pechincha;2;1;2;60;1100.0;600.0;50.0
Rio Comprido;2;1;0;60;1500.0;772.0;0.0
Taquara;2;1;0;55;700.0;230.0;16.0
Méier;2;0;0;55;1300.0;530.0;0.0
Piedade;2;1;0;52;1300.0;480.0;135.0
Praça da Bandeira;2;0;0;57;2300.0;604.0;51.0
Barra da Tijuca;2;1;1;66;2000.0;1152.0;1675.0
Freguesia (Jacarepaguá);3;1;0;61;1300.0;500.0;14.0
Jardim Botânico;2;0;0;55;2200.0;820.0;0.0
Tijuca;2;1;1;62;1400.0;530.0;0.0
Laranjeiras;2;1;0;63;2700.0;812.0;100.0
Copacabana;2;0;1;67;2800.0;700.0;95.0
Tijuca;2;0;0;60;1500.0;575.0;63.0
Grajaú;2;1;0;69;1400.0;650.0;430.0
Barra da Tijuca;2;1;0;65;2300.0;790.0;160.0
Barra da Tijuca;2;1;0;52;1300.0;735.0;97.0
Pechincha;3;1;0;62;1400.0;450.0;774.0
Campo Grande;2;1;0;50;900.0;268.0;0.0
Tijuca;2;0;0;40;1400.0;466.0;18.0
Barra da Tijuca;2;1;2;64;2200.0;1300.0;0.0
Flamengo;2;1;1;69;2200.0;1006.0;25.0
Santa Teresa;2;1;0;57;1500.0;590.0;16.0
Curicica;2;1;1;60;1500.0;545.0;60.0
Campo Grande;2;0;0;55;700.0;290.0;0.0
Copacabana;2;0;0;65;2200.0;810.0;0.0
Lins de Vasconcelos;2;1;0;60;1050.0;570.0;352.0
Campo Grande;2;1;0;49;850.0;300.0;0.0
Tijuca;2;1;1;59;2200.0;610.0;103.0
Freguesia (Jacarepaguá);2;1;0;56;1200.0;296.0;135.0
Engenho da Rainha;2;0;0;60;1000.0;285.0;0.0
Tijuca;2;1;0;60;1700.0;510.0;0.0
Recreio dos Bandeirantes;2;1;1;62;1500.0;450.0;0.0
Portuguesa;2;1;0;48;1000.0;337.0;0.0
Camorim;3;1;1;64;1500.0;620.0;670.0
Botafogo;2;0;0;50;2300.0;515.0;0.0
Vargem Pequena;2;1;0;50;900.0;282.0;25.0
Irajá;2;1;0;50;800.0;200.0;0.0
Grajaú;2;1;0;65;1700.0;290.0;20.0
Bonsucesso;2;0;0;64;1000.0;413.0;0.0
Itanhangá;2;1;0;66;750.0;650.0;0.0
Humaitá;2;1;0;65;2500.0;1018.0;118.0
Barra da Tijuca;2;1;1;68;2800.0;750.0;1600.0
Barra da Tijuca;2;1;2;63;2400.0;1219.0;0.0
Lagoa;2;0;0;59;2500.0;723.0;133.0
Recreio dos Bandeirantes;2;1;0;50;1300.0;420.0;40.0
Freguesia (Jacarepaguá);2;1;0;57;1050.0;595.0;0.0
Freguesia (Jacarepaguá);3;1;1;68;1700.0;743.0;82.0
Todos os Santos;2;0;0;65;1000.0;378.0;0.0
Méier;2;0;0;66;1150.0;330.0;48.0
Vila Valqueire;2;1;1;65;1400.0;547.0;0.0
Anil;2;1;0;46;700.0;320.0;0.0
Rio Comprido;2;1;1;65;1800.0;780.0;14.0
Lapa;2;0;0;65;1500.0;512.0;20.0
Botafogo;2;0;0;60;2400.0;264.0;0.0
Botafogo;2;0;0;60;2300.0;235.0;0.0
Irajá;2;1;1;60;1300.0;280.0;0.0
Vila da Penha;2;1;0;50;1200.0;420.0;0.0
Tijuca;2;0;0;60;1800.0;690.0;81.0
Laranjeiras;2;1;0;61;2200.0;1006.0;100.0
Campo Grande;3;1;1;65;1300.0;990.0;0.0
Vila da Penha;2;0;0;60;800.0;285.0;0.0
Praça da Bandeira;2;0;0;54;1000.0;500.0;25.0
Campo Grande;2;1;0;40;550.0;210.0;0.0
Catete;2;1;0;60;2200.0;725.0;0.0
Freguesia (Jacarepaguá);3;1;0;65;1250.0;298.0;0.0
Rio Comprido;2;0;0;60;1250.0;600.0;0.0
Barra da Tijuca;2;1;0;59;1350.0;612.0;0.0
Botafogo;2;1;0;60;1700.0;900.0;100.0
Méier;2;0;0;46;1000.0;350.0;16.0
Humaitá;2;1;1;58;2950.0;872.0;165.0
Vila Isabel;2;1;0;58;1500.0;770.0;0.0
Pavuna;2;1;0;45;800.0;266.0;0.0
Copacabana;2;0;0;60;2400.0;460.0;163.0
Copacabana;2;0;0;60;2600.0;550.0;0.0
Engenho Novo;2;0;0;54;1200.0;150.0;0.0
Freguesia (Jacarepaguá);2;1;1;50;1300.0;620.0;0.0
Jacarepaguá;2;1;1;65;1200.0;600.0;0.0
Flamengo;2;0;0;68;2200.0;577.0;142.0
Campo Grande;2;1;0;50;1000.0;300.0;0.0
Barra da Tijuca;2;1;2;66;2500.0;1160.0;149.0
Recreio dos Bandeirantes;2;2;1;68;1500.0;650.0;140.0
Méier;2;0;0;44;1000.0;254.0;16.0
Copacabana;2;0;0;67;2500.0;515.0;158.0
Todos os Santos;2;0;0;57;1200.0;278.0;0.0
Maracanã;2;1;0;50;1500.0;615.0;32.0
Camorim;2;1;1;50;1400.0;450.0;560.0
Andaraí;2;0;0;64;1200.0;660.0;0.0
Vila da Penha;3;1;1;68;1800.0;545.0;0.0
Flamengo;2;0;0;65;2200.0;690.0;120.0
Freguesia (Jacarepaguá);2;0;0;48;800.0;280.0;0.0
Jacarepaguá;2;1;0;48;1000.0;500.0;50.0
Barra da Tijuca;2;1;1;66;2000.0;1086.0;215.0
Irajá;2;1;0;46;1100.0;300.0;0.0
Inhoaíba;2;1;0;44;650.0;310.0;0.0
Barra da Tijuca;2;1;1;66;2500.0;1948.0;214.0
Botafogo;2;0;0;60;2600.0;472.0;75.0
Anil;2;1;0;50;1200.0;428.0;16.0
Tijuca;2;0;0;66;2000.0;250.0;0.0
Del Castilho;2;1;0;51;1580.0;477.0;25.0
Ilha do Governador;2;0;0;48;1300.0;342.0;25.0
Centro;2;0;0;50;2000.0;220.0;189.0
Pechincha;2;1;0;51;1200.0;601.0;36.0
Jardim Botânico;2;1;1;63;2500.0;1300.0;0.0
São Francisco Xavier;2;1;0;58;1200.0;583.0;0.0
Campo Grande;2;0;0;52;950.0;300.0;0.0
Santa Cruz;2;1;0;51;500.0;200.0;0.0
Campo Grande;2;1;0;48;550.0;450.0;0.0
Campo Grande;2;1;0;65;750.0;190.0;0.0
Olaria;2;0;0;59;1000.0;250.0;0.0
Curicica;2;1;0;55;1100.0;360.0;40.0
Maracanã;2;1;0;54;1200.0;495.0;20.0
Tijuca;2;1;0;66;1400.0;604.0;80.0
Barra da Tijuca;2;1;0;52;1500.0;630.0;105.0
Olaria;2;0;0;60;1100.0;90.0;0.0
Jacarepaguá;2;1;2;16;2500.0;1250.0;80.0
Penha;2;0;0;53;1000.0;206.0;0.0
Estácio;2;0;0;65;1000.0;590.0;0.0
Laranjeiras;2;0;0;50;1500.0;550.0;0.0
Rio Comprido;2;1;0;52;1100.0;766.0;14.0
Barra da Tijuca;2;1;0;52;2000.0;699.0;0.0
Gávea;2;0;0;40;2000.0;336.0;73.0
Honório Gurgel;2;1;0;50;450.0;340.0;0.0
Botafogo;2;0;0;65;2300.0;450.0;50.0
Jacarepaguá;2;1;0;56;1200.0;409.0;35.0
Freguesia (Jacarepaguá);2;1;0;50;800.0;350.0;0.0
Engenho Novo;2;1;0;68;900.0;620.0;0.0
Vila da Penha;2;1;0;66;1200.0;180.0;0.0
Rio Comprido;2;1;0;63;1490.0;743.0;33.0
Méier;2;1;0;47;900.0;400.0;13.0
Abolição;2;0;0;48;900.0;300.0;13.0
Jacarepaguá;2;1;1;60;1050.0;650.0;0.0
Campo Grande;2;1;0;60;700.0;310.0;0.0
Engenho de Dentro;3;1;1;65;1400.0;450.0;120.0
Engenho de Dentro;2;1;0;51;1200.0;120.0;14.0
Pechincha;2;1;0;51;1050.0;510.0;0.0
Recreio dos Bandeirantes;2;1;1;60;1600.0;808.0;0.0
Piedade;2;0;1;62;700.0;210.0;0.0
Taquara;2;1;0;48;1100.0;250.0;17.0
Cachambi;2;1;0;66;1270.0;500.0;200.0
Engenho de Dentro;2;1;1;55;1400.0;450.0;0.0
Jacarepaguá;2;1;1;52;1600.0;326.0;0.0
Campo Grande;2;2;0;65;700.0;350.0;0.0
Bonsucesso;2;0;0;48;900.0;220.0;0.0
Barra da Tijuca;2;1;0;57;1500.0;780.0;95.0
Todos os Santos;3;0;0;62;800.0;472.0;16.0
Tijuca;2;0;0;40;1100.0;492.0;25.0
Pechincha;2;1;1;60;1200.0;480.0;735.0
São Cristóvão;2;2;1;58;1600.0;540.0;360.0
Taquara;2;1;0;60;1300.0;600.0;70.0
Bonsucesso;3;0;0;67;1400.0;520.0;0.0
Ipanema;2;1;0;67;2900.0;825.0;237.0
Rio Comprido;2;0;0;64;1300.0;200.0;0.0
Campo Grande;2;1;0;67;900.0;600.0;0.0
Botafogo;2;0;0;40;1800.0;577.0;24.0
Andaraí;3;1;0;59;1200.0;350.0;24.0
Tauá;2;1;0;60;1300.0;200.0;200.0
Botafogo;2;0;0;60;2200.0;350.0;0.0
Freguesia (Jacarepaguá);2;1;1;60;1200.0;455.0;60.0
Irajá;2;0;0;61;1000.0;315.0;0.0
Tijuca;2;1;0;67;1950.0;622.0;0.0
Ipanema;2;1;0;60;2600.0;1200.0;82.0
Freguesia (Jacarepaguá);2;1;1;64;2000.0;450.0;0.0
Pechincha;2;1;1;65;1250.0;600.0;82.0
Del Castilho;3;1;1;66;1500.0;590.0;0.0
Barra da Tijuca;2;1;1;69;2600.0;1000.0;800.0
Vila Isabel;2;1;1;62;1650.0;836.0;81.0
Tijuca;3;0;0;66;1450.0;606.0;21.0
Praça Seca;3;0;0;56;1000.0;210.0;0.0
Tijuca;2;1;0;68;1300.0;440.0;21.0
Tijuca;2;0;0;60;1500.0;520.0;20.0
Freguesia (Jacarepaguá);2;1;0;48;700.0;430.0;0.0
Cachambi;2;0;0;50;900.0;286.0;0.0
Taquara;2;1;0;50;850.0;520.0;0.0
Campo Grande;2;0;0;65;600.0;230.0;0.0
Cachambi;2;1;0;54;900.0;85.0;14.0
Tijuca;2;1;1;64;2200.0;665.0;66.0
Freguesia (Jacarepaguá);2;0;0;48;1000.0;297.0;0.0
Tijuca;2;1;0;58;2200.0;615.0;103.0
Botafogo;2;0;0;65;2300.0;470.0;79.0
Laranjeiras;2;0;0;66;2300.0;697.0;0.0
Taquara;3;1;0;50;1200.0;470.0;0.0
Campo Grande;2;0;0;60;890.0;280.0;0.0
Cachambi;2;0;0;45;1000.0;310.0;16.0
Jacarepaguá;2;1;1;69;2600.0;960.0;80.0
Tijuca;2;0;0;65;1500.0;270.0;20.0
Tijuca;2;0;0;60;1800.0;690.0;81.0
Recreio dos Bandeirantes;2;2;1;65;1800.0;1100.0;1300.0
Encantado;2;1;0;48;1000.0;495.0;0.0
Barra da Tijuca;2;1;1;67;2000.0;600.0;90.0
Méier;2;0;0;65;1100.0;681.0;0.0
Taquara;3;1;0;48;1000.0;411.0;0.0
Jacarepaguá;2;1;0;50;1300.0;490.0;30.0
Pechincha;2;1;1;60;1300.0;482.0;0.0
Campo Grande;2;0;0;55;700.0;330.0;0.0
Leblon;2;0;0;68;2900.0;686.0;1205.0
Portuguesa;2;1;0;48;1100.0;336.0;0.0
Barra da Tijuca;2;1;1;65;2500.0;665.0;50.0
Rio Comprido;2;0;0;56;1150.0;462.0;0.0
Tijuca;2;0;0;55;1600.0;591.0;50.0
São Cristóvão;2;0;0;60;1000.0;700.0;30.0
Campo Grande;3;1;0;65;1300.0;385.0;0.0
Vila Valqueire;3;0;0;60;1100.0;200.0;16.0
Anil;2;1;0;60;1100.0;430.0;35.0
Barra da Tijuca;2;1;1;65;1680.0;1250.0;185.0
Barra da Tijuca;2;0;0;64;1600.0;660.0;50.0
Recreio dos Bandeirantes;2;1;1;64;1800.0;650.0;1400.0
Paciência;2;1;0;50;400.0;200.0;2.0
Campo Grande;2;1;0;60;700.0;345.0;0.0
Humaitá;2;0;0;66;2500.0;350.0;75.0
Taquara;2;1;1;50;1000.0;368.0;0.0
Santa Cruz;2;1;0;50;700.0;280.0;0.0
Anil;2;1;0;48;1000.0;490.0;18.0
São Cristóvão;2;0;0;65;1300.0;650.0;0.0
Barra da Tijuca;2;1;1;66;2500.0;1231.0;201.0
Piedade;3;0;0;61;1000.0;260.0;0.0
Maracanã;2;0;0;65;1000.0;463.0;14.0
Tijuca;2;0;0;65;1600.0;780.0;0.0
Pechincha;2;1;1;62;1600.0;560.0;0.0
Itanhangá;2;1;0;60;900.0;360.0;0.0
Freguesia (Jacarepaguá);2;1;0;50;1100.0;380.0;0.0
Campo Grande;2;1;0;47;750.0;290.0;0.0
Vila Isabel;2;0;0;60;1400.0;694.0;20.0
Copacabana;2;0;0;52;2300.0;752.0;92.0
Jardim Guanabara;2;1;0;67;1500.0;700.0;115.0
Piedade;2;1;0;68;1300.0;400.0;150.0
Vaz Lobo;2;1;0;60;850.0;309.0;0.0
Campo Grande;2;1;1;64;1700.0;605.0;0.0
Jardim Botânico;2;0;0;50;2600.0;350.0;0.0
Tijuca;2;0;0;65;1550.0;489.0;61.0
Senador Vasconcelos;2;1;1;45;850.0;180.0;0.0
Andaraí;2;0;0;57;1000.0;555.0;64.0
Botafogo;2;0;0;63;2400.0;756.0;114.0
Freguesia (Jacarepaguá);2;1;0;68;1300.0;611.0;61.0
Centro;2;0;0;50;1000.0;450.0;50.0
Laranjeiras;2;1;0;58;1700.0;997.0;55.0
Engenho de Dentro;2;1;0;46;1000.0;367.0;16.0
Tijuca;2;1;0;61;1800.0;740.0;0.0
Taquara;2;0;0;52;700.0;265.0;11.0
Jacarepaguá;2;0;0;50;1300.0;350.0;0.0
Praça da Bandeira;2;0;0;50;1400.0;326.0;0.0
Penha Circular;2;0;0;60;990.0;120.0;0.0
Engenho de Dentro;2;1;0;50;1100.0;405.0;16.0
São Francisco Xavier;2;0;0;63;1000.0;355.0;17.0
Laranjeiras;2;0;0;61;2200.0;800.0;70.0
Portuguesa;2;1;0;55;1300.0;350.0;47.0
Glória;2;0;0;45;2200.0;511.0;24.0
Urca;2;0;0;55;2300.0;320.0;0.0
Irajá;2;1;0;52;1100.0;310.0;0.0
Recreio dos Bandeirantes;2;1;1;63;1800.0;945.0;138.0
Tijuca;2;0;0;65;1570.0;550.0;16.0
Vaz Lobo;2;1;0;40;1100.0;406.0;0.0
Barra da Tijuca;2;1;1;69;2000.0;613.0;125.0
Recreio dos Bandeirantes;2;1;1;65;1600.0;700.0;100.0
Todos os Santos;2;1;0;62;990.0;492.0;0.0
Vila Isabel;2;1;0;60;1800.0;754.0;23.0
Campo Grande;2;1;0;45;700.0;130.0;0.0
Barra da Tijuca;2;1;0;66;2050.0;1050.0;190.0
Paciência;2;0;0;45;500.0;200.0;0.0
Pechincha;2;1;1;65;1300.0;560.0;840.0
Tijuca;2;0;0;61;1500.0;530.0;50.0
Copacabana;2;0;0;57;1700.0;1100.0;117.0
Cordovil;2;0;0;55;850.0;450.0;0.0
Freguesia (Jacarepaguá);2;1;0;62;1300.0;340.0;62.0
Leblon;2;0;0;65;2200.0;546.0;108.0
Vila da Penha;2;0;0;40;900.0;326.0;0.0
Taquara;2;1;0;45;900.0;345.0;14.0
Freguesia (Jacarepaguá);2;1;0;55;1000.0;450.0;40.0
Santa Teresa;2;0;0;66;1700.0;250.0;0.0
Campo Grande;2;1;0;52;850.0;360.0;20.0
Campo Grande;2;1;0;45;650.0;190.0;0.0
Jacarepaguá;2;1;2;61;1300.0;680.0;74.0
Cachambi;2;1;0;60;1200.0;495.0;37.0
Engenho Novo;2;1;0;45;1000.0;373.0;16.0
Cascadura;2;1;0;61;800.0;418.0;0.0
Recreio dos Bandeirantes;2;1;1;65;1500.0;580.0;73.0
Lins de Vasconcelos;2;0;0;53;1100.0;285.0;16.0
Barra da Tijuca;2;1;1;65;1500.0;1000.0;0.0
Méier;2;1;0;58;1100.0;652.0;35.0
Vila da Penha;2;1;0;60;1400.0;440.0;0.0
Laranjeiras;2;0;0;60;2300.0;1228.0;110.0
São Cristóvão;2;1;1;56;1400.0;560.0;0.0
Centro;2;1;0;62;2380.0;680.0;0.0
Penha;2;1;0;52;1000.0;170.0;0.0
Méier;2;0;0;60;1100.0;370.0;17.0
Recreio dos Bandeirantes;2;1;1;60;1500.0;620.0;0.0
Praça Seca;2;1;1;60;1300.0;500.0;401.0
Barra da Tijuca;2;1;0;65;1350.0;695.0;94.0
Vargem Pequena;2;1;0;45;1200.0;295.0;27.0
Tijuca;2;0;0;58;1300.0;470.0;24.0
Glória;2;0;0;65;1800.0;538.0;68.0
Ipanema;2;1;0;56;2600.0;990.0;204.0
Recreio dos Bandeirantes;2;1;1;63;1600.0;700.0;0.0
Pechincha;2;1;0;50;1000.0;500.0;141.0
Cascadura;3;1;0;65;1350.0;300.0;0.0
Curicica;2;1;1;52;1300.0;524.0;0.0
Copacabana;2;1;0;64;2600.0;1030.0;89.0
Vaz Lobo;2;1;0;60;800.0;374.0;0.0
Vila Isabel;2;2;0;61;1700.0;641.0;50.0
Copacabana;2;0;0;64;2490.0;552.0;73.0
